time,NVTAdj90
2020-03-06,156.94389700695106
2020-03-10,155.76001448613863
2020-03-14,155.4392817348316
2020-03-18,153.7554729723235
2020-03-22,154.1732380816402
2020-03-26,154.30450288531085
2020-03-30,154.43807806096396
2020-04-03,154.6558399535434
2020-04-07,153.25897511352454
2020-04-11,155.10994302567897
2020-04-15,153.5663291801345
2020-04-19,155.5276696654659
2020-04-23,155.57238352066238
2020-04-27,155.55058167999124
2020-05-01,155.36430722328626
2020-05-05,155.32979527453742
2020-05-09,155.35037375948232
2020-05-13,154.30137094766923
2020-05-17,156.55204007727778
2020-05-21,156.24888319944935
2020-05-25,156.22359575911682
2020-05-29,156.70772325794653
2020-06-02,154.51774932178577
2020-06-06,156.55545488542054
2020-06-10,156.54509763334838
2020-06-14,159.12452155246766
2020-06-18,159.50063990764156
2020-06-22,160.02667667142595
2020-06-26,159.79832255475543
2020-06-30,158.27516185136028
2020-07-04,160.63877386206173
2020-07-08,159.54683791021668
2020-07-12,161.94776531318627
2020-07-16,161.43400389356432
2020-07-20,161.24945742101986
2020-07-24,161.0013103234515
2020-07-28,157.80195070619232
2020-08-01,158.1335190010434
2020-08-05,155.90712006591977
2020-08-09,157.52798843135812
2020-08-13,156.83029695923562
2020-08-17,157.09333124406362
2020-08-21,157.09188863465832
2020-08-25,155.0139920267772
2020-08-29,155.98156265661572
2020-09-02,154.27101233037325
2020-09-06,155.3606784849429
2020-09-10,155.42404265250786
2020-09-14,155.6012888237137
2020-09-18,156.21211571463576
2020-09-22,154.72452340849583
2020-09-26,155.288628304354
2020-09-30,153.12470142411146
2020-10-04,154.9658048271508
2020-10-08,155.42541695348788
2020-10-12,155.4672620495221
2020-10-16,155.19954457829502
2020-10-20,155.20807111942182
2020-10-24,155.88529614082006
2020-10-28,154.6427379300029
2020-11-01,155.71469964974807
2020-11-05,153.9089968148251
2020-11-09,153.64985259242798
2020-11-13,153.15266201091097
2020-11-17,153.04436135572976
2020-11-21,153.7506079046773
2020-11-25,151.19735264998428
2020-11-29,152.17579770260335
2020-12-03,152.14027804709565
2020-12-07,152.42108576899034
2020-12-11,152.91766124958195
2020-12-15,151.23833176299482
2020-12-19,151.33981982228644
2020-12-23,148.18303913793886
2020-12-27,147.31762978449473
2020-12-31,146.75353936519315
2021-01-04,146.34857945176097
2021-01-08,146.68749694739734
2021-01-12,145.0296966147198
2021-01-16,146.5450603342509
2021-01-20,143.3714172561961
2021-01-24,145.63102629777126
2021-01-28,146.48535697868903
2021-02-01,146.9004226733421
2021-02-05,147.27754450218575
2021-02-09,146.35827555202397
2021-02-13,147.97794918134863
