time,TxMeanByte
2020-02-26,479.5295862919624
2020-02-27,478.4028443153542
2020-02-28,464.06030820152483
2020-02-29,447.12727337762226
2020-03-01,473.86571846286427
2020-03-02,485.1281776787303
2020-03-03,511.36890781832426
2020-03-04,570.7095290526696
2020-03-05,465.8933393223452
2020-03-06,491.6852560560076
2020-03-07,455.7686363752427
2020-03-08,453.76383079942104
2020-03-09,494.44032210355215
2020-03-10,520.2620458722835
2020-03-11,500.11433709459726
2020-03-12,532.8623256318967
2020-03-13,585.5421968366829
2020-03-14,582.9397522763984
2020-03-15,593.6203243291676
2020-03-16,525.1906885750316
2020-03-17,544.2403440569692
2020-03-18,503.73609105139815
2020-03-19,526.1858752150067
2020-03-20,484.26552562597954
2020-03-21,558.8667932784592
2020-03-22,511.87984451648066
2020-03-23,500.2425023863042
2020-03-24,555.3755136967824
2020-03-25,474.47562059988286
2020-03-26,620.3612496072781
2020-03-27,622.3025247155991
2020-03-28,510.734036496321
2020-03-29,499.2517739025856
2020-03-30,560.5137197104334
2020-03-31,561.9750092169234
2020-04-01,604.5043586241152
2020-04-02,570.2783545471558
2020-04-03,543.8001384688783
2020-04-04,667.7306553376977
2020-04-05,560.5606283219361
2020-04-06,531.4749384960958
2020-04-07,610.8956325734569
2020-04-08,560.9131883739348
2020-04-09,574.3593402300622
2020-04-10,508.33928998388717
2020-04-11,503.3821232025565
2020-04-12,535.8131178099941
2020-04-13,551.5124170030516
2020-04-14,554.5688514350792
2020-04-15,641.0246895275786
2020-04-16,530.0562274119478
2020-04-17,574.6942566022329
2020-04-18,628.7797976024964
2020-04-19,588.5970021906151
2020-04-20,543.4803416878478
2020-04-21,512.003384258053
2020-04-22,484.65995228785124
2020-04-23,555.7574647844522
2020-04-24,573.0968302323035
2020-04-25,600.3312405405887
2020-04-26,581.0532762732714
2020-04-27,534.3045559850526
